Age,Gender,Weight (kg),Height (cm),Waist (cm),Hip (cm),Neck (cm),Body Fat Percentage
51,Male,105.7,198.4,95.2,107.9,41.0,18.433720168304433
38,Male,106.9,179.4,77.8,101.3,30.1,16.743425391960784
41,Female,94.0,159.8,110.2,139.9,36.6,61.68183396951855
30,Female,60.4,187.1,119.4,124.4,39.5,50.38819611748244
62,Male,72.9,150.4,104.5,136.7,41.1,32.86518370961812
63,Female,77.8,154.5,63.7,94.9,44.2,17.41691045676845
40,Female,82.6,164.3,63.1,125.3,30.2,37.37949718443889
49,Female,101.6,150.8,89.5,133.4,43.5,50.86579457180477
25,Male,73.7,184.2,60.4,111.8,44.5,-20.80898874541373
64,Female,51.3,190.8,100.6,105.4,43.0,32.717885040953945
28,Female,110.6,187.7,61.0,97.8,44.2,9.42718663007713
30,Female,80.3,157.2,118.4,114.0,31.8,57.53713488169865
37,Female,69.8,190.2,112.8,91.5,44.9,31.266337022402183
18,Female,107.3,191.4,108.9,105.9,41.5,36.99855606418953
19,Female,111.5,154.8,108.7,121.0,31.0,57.552691685847435
28,Female,101.2,174.6,110.1,119.1,40.2,47.77305037336896
63,Female,74.8,184.4,86.1,122.0,40.5,36.2770233726572
47,Male,66.2,170.3,107.5,115.2,39.4,31.72976068048291
22,Male,99.9,194.5,82.0,80.2,43.1,7.122496764404843
24,Female,54.0,176.5,110.9,81.6,41.2,30.914139090957065
41,Male,77.4,156.1,97.1,114.8,32.4,32.481466830973375
48,Female,103.1,176.5,81.5,138.0,33.8,45.91960253223306
47,Female,91.0,178.9,104.7,91.7,37.0,34.03284443035989
60,Male,101.4,197.7,74.6,123.0,35.9,6.48071059080587
32,Male,90.1,171.1,117.9,106.0,39.9,36.90939942422597
53,Female,66.8,194.7,99.9,88.3,32.0,28.78648566887381
27,Female,83.8,166.0,84.1,82.0,35.3,23.441141426487377
18,Female,104.1,172.6,93.0,122.8,33.6,45.54824358662711
24,Male,66.1,183.8,104.3,88.6,34.4,30.346394027936924
61,Male,117.4,194.3,107.8,97.9,40.7,27.052106692315704
43,Female,64.2,188.7,118.5,104.1,31.2,45.017506019453094
60,Female,51.0,157.8,72.5,122.4,43.3,36.133079285903364
60,Female,104.5,159.7,90.3,103.3,39.6,36.72536060464307
47,Male,115.0,153.4,65.5,103.2,36.2,3.9590046885606966
18,Female,67.3,181.1,64.9,127.7,37.3,31.61480662082147
32,Female,60.9,172.0,66.3,80.4,40.5,8.071570486894757
37,Female,65.7,193.8,75.6,125.2,41.0,30.603442440243782
39,Male,94.0,199.5,101.8,111.3,42.1,21.843545928683568
42,Female,90.5,193.9,111.7,112.5,34.0,43.2588711722438
53,Female,93.5,152.3,86.2,100.7,42.9,34.03492834995154
54,Male,50.5,197.2,93.3,85.5,42.5,16.245172115891876
63,Male,61.0,155.1,72.4,85.5,42.8,4.002386083266288
62,Male,67.0,172.4,107.5,100.5,31.2,35.79420323466917
44,Male,98.8,164.9,113.3,123.2,32.2,39.65797051709154
36,Female,92.6,157.8,89.1,133.5,39.4,50.27428398388963
36,Male,93.7,158.6,69.7,128.7,44.3,-1.824778758356274
33,Male,90.0,167.3,60.3,127.9,31.6,0.8429109910993589
38,Female,102.1,151.3,92.2,80.3,41.1,27.826310104233812
50,Male,115.9,153.2,89.9,91.5,32.0,28.775539317512823
59,Male,97.1,185.7,115.5,136.7,44.3,30.736565589968563
48,Female,102.1,181.3,62.2,132.2,42.0,30.226384256650704
51,Female,92.6,155.0,68.9,87.6,34.3,21.745359498730522
32,Female,105.8,171.6,71.9,118.2,30.7,35.932829114166736
53,Female,116.0,180.4,92.8,106.0,36.5,34.95256880558054
43,Male,92.4,154.9,77.1,80.5,37.9,13.942238579039554
47,Female,62.7,198.6,72.3,128.0,37.9,30.6525778444489
48,Female,103.9,192.4,90.9,136.6,42.8,41.43939972988028
42,Female,95.6,161.4,62.4,135.2,44.7,35.71951078432318
21,Male,115.4,175.9,118.5,103.1,36.5,38.006852277406836
29,Female,69.0,175.4,111.7,127.3,32.5,54.378451884436515
36,Male,117.9,166.7,76.3,109.9,35.7,13.065236245770109
26,Male,88.6,188.0,80.2,138.8,40.7,8.625915753590675
42,Female,117.5,182.9,74.8,137.8,38.8,39.30826512978933
64,Male,104.9,193.2,115.7,126.4,31.3,36.134409435448674
58,Female,110.6,150.3,99.2,108.3,33.1,48.8576640001703
24,Male,72.7,180.2,91.3,134.1,40.4,18.9903093522654
44,Female,65.4,199.6,90.5,93.4,40.5,21.76688951287889
64,Female,93.7,189.5,70.0,92.9,39.1,14.089024763411203
60,Female,76.2,167.2,117.8,113.5,34.4,53.02452597491816
23,Male,119.0,157.8,114.9,129.1,32.4,41.784956837586265
52,Female,84.7,171.4,117.1,83.7,33.4,39.56435149178475
49,Male,57.7,171.2,77.5,127.1,42.1,7.440904713518876
31,Male,84.9,179.3,88.6,137.0,37.3,19.428234976094814
23,Female,87.5,153.3,91.1,112.8,35.3,45.343970657985665
35,Male,50.3,169.4,89.4,92.8,32.0,25.34302836663261
48,Male,67.2,192.7,61.2,117.9,35.9,-7.19676662525103
33,Female,50.1,182.2,110.0,91.8,36.3,35.91192174038321
20,Male,89.3,171.7,104.8,103.4,43.3,27.549210052359797
48,Male,70.4,165.5,88.5,122.0,44.1,16.511904992244467
55,Female,62.1,164.0,76.0,102.9,42.6,26.827364780586606
34,Female,108.7,187.4,98.1,109.1,35.8,37.166876894410905
22,Female,52.1,171.4,68.3,112.7,38.4,28.039912600953244
33,Female,98.4,162.3,119.8,100.4,42.6,46.551535525187774
34,Male,90.1,190.6,67.5,84.6,30.8,5.6649720094884515
48,Male,104.0,163.3,63.5,110.7,38.0,-2.487144026923545
33,Female,59.3,153.2,96.7,109.3,36.0,45.99901806334714
38,Male,111.0,177.4,87.8,105.6,35.7,20.319004536347734
58,Female,72.5,164.0,103.1,91.1,35.3,37.786091763574916
56,Female,50.6,150.2,67.7,83.1,39.6,16.710116420294298
54,Male,96.0,175.1,81.8,129.6,36.3,15.740560650047485
58,Female,110.2,194.7,90.1,111.9,34.8,33.6259635620562
27,Male,74.8,182.2,86.8,138.8,38.5,16.741701358192927
49,Male,86.9,150.9,95.0,138.7,35.6,30.231456990870072
42,Male,78.9,168.9,66.1,114.8,30.5,8.022758904594355
50,Female,53.0,162.4,90.2,109.4,36.3,40.24665306899573
56,Male,102.7,183.5,93.3,91.2,32.9,24.820520106608456
54,Male,115.9,172.8,112.9,102.8,31.5,38.28850263393582
55,Male,79.4,158.6,94.3,127.1,43.1,23.049812473552095
55,Female,60.1,172.8,92.8,137.8,40.4,48.754464858616245
45,Male,85.4,196.6,108.7,116.0,35.7,29.916155647914536
32,Female,113.3,170.5,63.9,117.0,44.8,25.01817494342839
25,Male,92.4,193.5,98.9,136.5,35.5,25.027541639815865
18,Male,64.9,173.8,108.7,87.6,33.7,34.85838418243719
27,Male,88.7,187.9,65.7,116.7,37.1,-2.452226136810964
52,Female,72.9,189.3,108.7,115.1,44.2,40.12672044444787
50,Female,51.6,188.0,107.2,92.3,40.0,31.834107699763763
33,Female,114.0,181.9,60.1,126.4,41.0,26.821438100594037
31,Male,105.6,197.6,74.8,87.2,32.5,9.618615254497854
22,Male,114.7,196.4,69.1,83.8,30.6,6.486421263369095
33,Male,97.8,165.1,90.7,109.2,38.1,22.841449947346064
38,Female,81.5,184.7,114.8,98.0,35.0,40.5297670131427
28,Female,84.5,183.2,96.2,106.2,30.6,38.38288949912152
24,Female,64.3,160.0,96.1,86.8,43.4,29.55183211595721
25,Male,77.0,163.3,67.4,107.1,30.4,10.34808003282069
34,Female,61.5,165.5,100.0,106.4,30.2,45.0235379138453
47,Male,83.1,166.6,113.3,138.0,34.5,38.17445170846429
31,Male,95.2,192.7,85.8,123.4,37.5,15.092364042835527
61,Male,68.0,187.9,100.9,135.2,36.8,26.344530071069016
50,Male,116.1,190.4,77.7,126.9,35.4,10.684371618510227
41,Male,95.3,195.7,76.1,127.3,43.0,1.3743562767889443
24,Female,65.4,175.7,71.1,131.9,34.5,38.89587661286464
55,Female,61.7,191.8,74.5,95.4,39.8,16.88514914906864
32,Male,61.9,184.8,80.6,105.6,36.0,13.440687868480268
60,Female,118.2,173.2,94.0,132.5,35.8,48.84352622407249
42,Male,66.6,159.7,106.8,84.0,44.0,30.607699435137874
34,Male,61.8,171.5,77.4,83.3,40.5,8.849010287186957
50,Female,61.5,160.3,70.1,118.9,38.1,35.07919572445775
19,Male,74.1,164.4,87.0,134.6,32.6,24.23351263842727
56,Female,93.1,164.2,107.4,127.7,32.1,56.30500411918905
27,Male,55.5,188.1,83.4,127.9,32.9,17.425346650764084
31,Female,61.2,175.4,114.8,101.6,39.4,42.61575108586811
29,Male,118.4,189.7,74.9,115.5,30.8,12.27614782862031
34,Male,93.2,193.9,105.5,126.3,37.0,27.90378731359334
31,Female,59.8,180.6,88.1,127.6,36.9,41.99592351763687
27,Male,88.5,170.4,66.4,114.8,43.8,-7.629947574837956
61,Male,66.9,192.8,76.9,128.0,35.5,9.562668827964956
56,Female,118.2,178.4,111.5,81.6,43.4,29.68201542348885
57,Female,77.2,192.8,60.4,136.6,39.2,29.942625785925145
46,Female,60.0,163.3,105.4,132.2,35.9,56.072515311164864
62,Male,92.9,178.3,108.7,83.1,37.9,31.79538238752366
23,Male,59.6,160.6,67.2,105.2,31.4,9.658782494227808
57,Female,86.3,184.9,117.7,135.2,43.3,52.94489256598433
48,Male,109.7,179.3,112.3,110.8,39.5,32.70334170725641
54,Female,74.2,177.8,70.7,85.5,36.5,14.523172649534274
26,Female,83.4,182.0,74.5,138.0,41.6,38.302084766606754
60,Male,57.6,168.8,109.1,101.5,36.1,34.72547637498167
62,Male,95.2,159.6,92.8,111.0,36.9,26.16894097418043
50,Male,57.8,190.3,115.4,117.9,36.3,34.062637921833186
24,Female,72.9,169.2,118.7,129.9,44.9,55.087991390730906
55,Male,108.9,199.4,80.6,132.4,41.6,6.508093627628853
25,Male,60.5,174.1,65.8,119.2,43.9,-9.224758344248642
51,Female,108.8,174.5,102.2,136.9,35.7,53.452143749865854
34,Male,94.1,183.9,115.4,93.1,37.4,34.601012433071446
34,Female,59.9,183.3,69.9,134.3,33.0,38.10153965327146
47,Male,61.8,159.0,119.1,91.4,30.2,44.57666680793028
35,Female,96.4,163.6,71.8,133.7,32.9,44.0206778431338
56,Male,101.0,161.6,65.2,93.0,43.9,-8.162631715943519
32,Male,95.9,152.7,89.7,123.2,36.8,25.435577333597905
62,Female,100.0,151.1,108.3,129.0,32.0,61.37482597319831
37,Male,75.3,182.2,81.3,103.4,36.8,13.772909826907323
42,Male,50.1,174.9,79.9,86.8,41.9,9.324165210614694
31,Male,87.0,194.7,71.8,101.8,37.5,2.7343747877769147
44,Female,91.6,165.0,119.2,83.7,44.1,37.4598523946849
64,Male,98.1,189.4,80.5,119.6,43.5,6.12618686835674
52,Female,66.2,155.2,100.0,121.8,37.1,51.71139465081353
45,Male,61.9,190.8,67.9,96.1,31.2,5.63544505122718
23,Female,108.1,196.1,87.0,119.1,40.6,32.569258657526575
58,Female,108.9,181.4,107.7,83.5,35.3,31.815135879079833
48,Male,119.1,186.8,118.2,81.9,41.8,33.29163698399776
31,Female,73.8,199.4,70.6,104.5,34.6,20.417559645655558
33,Female,54.1,168.9,65.7,109.1,35.0,27.300355736452502
61,Female,83.3,151.5,119.3,81.1,38.1,43.04689472764119
53,Male,83.6,184.1,93.3,115.4,30.4,26.255475134732706
22,Female,52.6,150.7,80.7,130.0,32.5,50.381453641284395
49,Female,90.3,178.4,117.6,104.6,42.8,42.82160264303275
28,Male,68.3,179.9,83.4,124.8,44.3,9.525522690950254
39,Female,58.3,179.2,73.9,89.1,32.9,19.774930436343936
60,Male,92.3,158.3,108.2,111.8,41.6,33.16837032074994
57,Female,69.8,153.8,78.8,127.3,31.7,47.749358366121044
45,Male,89.3,195.4,79.3,120.9,37.1,9.855778015903184
23,Male,51.1,177.1,86.7,126.8,37.6,18.18381477633227
56,Female,75.6,166.2,101.6,123.3,38.5,49.09126588770238
23,Female,110.6,188.6,110.5,87.3,35.4,32.97810458981439
63,Female,95.5,196.1,73.6,86.2,42.8,8.97940244892942
37,Male,110.7,170.2,81.7,138.5,34.6,17.839613138594586
55,Male,101.8,154.9,89.8,108.9,37.3,24.711059692104868
21,Male,100.4,184.6,61.5,123.9,32.9,-1.970443317597585
42,Male,110.9,195.4,101.8,120.9,38.6,24.609584367457956
30,Female,51.4,199.0,94.0,82.7,33.0,22.039812288930875
29,Male,79.4,190.7,68.0,109.8,33.6,3.412236626043523
26,Male,117.2,163.4,67.8,111.3,36.6,4.361721643929059
20,Female,62.4,167.9,113.7,128.5,34.2,57.11429409923471
49,Male,95.8,156.8,101.0,137.7,30.6,35.65061824709568
28,Female,105.3,185.6,83.3,97.4,41.9,22.67836766610776
22,Female,115.4,158.5,80.3,83.5,42.3,20.39308501472516
52,Female,111.0,171.6,79.0,108.5,43.5,28.67474380887495
41,Female,97.4,176.6,99.3,81.8,44.7,23.636836714789183
58,Male,99.8,169.1,70.7,103.1,31.7,11.214007307271117
23,Female,74.0,157.5,119.2,96.4,34.1,49.650835920521615
35,Female,65.7,164.5,101.2,94.6,39.5,36.4438115050541
55,Male,117.1,181.6,67.6,80.1,43.1,-6.673169444569226
23,Male,118.3,186.3,68.3,95.0,32.4,5.541567547949228
39,Male,79.7,180.7,98.9,99.2,37.3,26.036084064389513
59,Male,78.8,198.3,83.0,134.7,44.7,6.033165974275846
60,Female,81.6,180.7,99.6,85.3,35.0,29.205321603869038
31,Male,82.3,161.3,103.4,126.0,37.4,32.22228076184558
29,Male,109.0,174.6,92.3,123.5,40.4,20.65406275318304
42,Female,80.1,191.8,75.4,99.6,36.3,21.209976316196673
37,Female,111.8,166.3,93.1,134.4,40.8,49.18525401990536
35,Female,98.7,186.9,85.3,119.3,32.2,37.71444716631203
41,Male,117.6,189.3,113.4,85.8,33.5,34.625358501351684
32,Male,97.2,196.7,104.4,92.2,35.8,27.515829383711434
48,Female,78.9,170.1,97.1,104.1,44.8,34.9589150980226
59,Male,114.3,163.0,62.4,138.0,35.2,-0.2628943623612372
18,Male,66.1,175.4,119.4,95.9,43.7,34.93180116167747
32,Male,117.5,199.7,94.0,105.7,43.1,15.945553853096726
51,Female,53.0,195.1,75.5,113.6,41.3,24.836533083845154
19,Male,94.9,164.2,95.5,101.3,35.6,27.92454017324036
53,Male,51.3,159.8,109.1,122.1,35.0,37.070680830144
40,Female,64.3,173.8,92.3,119.7,39.6,41.08921271180287
41,Male,82.5,158.3,106.6,83.6,33.5,36.83468586943786
63,Female,61.1,187.9,84.8,105.7,35.4,29.87153882156224
49,Female,119.2,151.8,95.4,126.9,42.2,50.84433173231639
63,Male,104.1,161.2,85.3,118.4,33.2,23.209096042586282
30,Male,109.6,150.9,91.7,107.6,42.4,23.143693837648755
50,Male,118.5,161.3,70.1,123.8,38.3,5.384320911691702
59,Male,97.2,152.6,95.9,120.2,37.7,29.096009855458078
31,Male,68.7,183.7,118.7,130.3,39.2,35.38563945786899
34,Male,103.0,178.5,105.9,83.1,39.5,29.28046403497109
33,Female,90.9,160.7,79.2,112.1,38.4,35.91842155193888
49,Male,68.7,160.3,111.8,119.6,40.5,35.44611196445851
32,Male,75.7,164.6,113.7,120.5,35.4,38.31089117221279
60,Female,92.6,189.9,70.6,135.3,42.2,33.23873395743226
48,Male,77.7,157.5,63.2,104.7,33.3,3.921098176455871
29,Female,66.5,156.1,94.3,127.7,40.7,49.99875039140471
50,Male,80.1,175.4,88.6,127.2,35.8,21.154700473582636
20,Female,66.4,193.2,102.9,96.1,40.4,30.207939789379395
28,Male,111.3,161.2,77.6,96.1,30.5,19.457680006121507
60,Male,98.6,155.3,82.8,136.6,35.9,20.41703279022329
22,Male,76.4,174.6,75.8,99.5,44.4,2.732409382072774
64,Female,116.2,186.6,77.5,104.9,38.6,24.884121440844183
44,Female,77.2,180.9,60.6,116.2,37.5,24.04018318453626
33,Female,90.2,170.9,90.6,99.0,33.7,34.51407767503076
52,Female,85.8,152.0,88.4,119.7,37.4,46.68554650536163
57,Female,58.5,165.0,81.4,97.4,42.4,26.610677858321537
33,Male,79.7,196.0,92.4,111.6,35.1,20.85102056400575
33,Female,55.4,161.1,83.5,113.6,38.5,38.47206505638246
39,Male,61.9,180.7,86.0,128.0,40.1,15.13312917464441
21,Female,105.1,195.4,60.1,131.6,36.0,28.401560447476072
49,Male,71.2,174.4,64.0,120.9,34.2,0.976903157071149
44,Female,56.2,172.3,69.0,96.2,32.3,22.919229962521513
32,Male,100.3,157.1,71.0,107.8,31.5,13.805306958951178
36,Male,106.2,199.0,87.1,113.8,33.6,17.86713096069485
43,Female,90.5,158.8,112.5,97.9,30.3,48.661200431911084
32,Male,114.1,174.1,84.4,136.4,41.4,13.86488741480565
62,Female,109.5,158.6,97.6,86.5,31.7,36.28339657555097
27,Male,88.7,167.4,61.5,130.0,43.5,-14.504114116609799
51,Male,101.6,194.2,111.3,105.6,37.7,30.616344887892296
55,Female,73.0,182.2,66.8,136.7,36.9,36.39275758480022
43,Male,94.5,150.5,77.1,112.0,31.0,20.722122474682976
25,Male,118.4,198.3,109.0,123.8,32.0,31.7103986297343
33,Female,106.0,189.2,75.9,124.1,42.9,30.47054274000527
46,Female,76.2,199.9,75.5,121.9,40.1,28.109950610184683
49,Female,115.3,188.1,96.2,83.0,31.4,26.439313216425887
38,Female,107.8,188.2,114.2,117.3,40.2,45.10425523641334
49,Male,52.6,185.0,72.8,133.7,32.0,10.230324735931617
62,Female,102.2,171.2,97.2,130.6,41.0,47.82687466283056
29,Female,118.3,165.7,96.0,134.9,44.2,49.35995304421181
56,Female,72.2,176.3,99.6,106.7,41.4,37.15876907508027
27,Male,69.3,158.9,116.8,107.3,42.4,37.41305480518815
23,Female,94.8,186.1,70.0,128.5,39.3,32.157353853931
54,Male,57.7,199.9,99.3,98.2,30.1,27.349254331397788
35,Female,97.2,180.0,70.9,125.9,41.8,31.751114029358348
48,Male,65.9,192.8,78.9,110.3,36.1,10.741297609960384
52,Male,81.6,158.6,83.4,95.9,43.1,14.250456305124032
20,Male,112.4,191.3,110.1,118.6,38.6,29.96932749414009
22,Female,105.8,195.4,63.2,97.7,32.9,15.017289550117312
51,Female,57.6,191.9,104.0,120.3,30.8,45.039720549809545
50,Female,103.3,181.4,114.8,114.2,38.3,46.62152744735812
53,Male,78.8,196.3,64.8,123.3,38.5,-6.41536431422935
27,Female,119.6,198.1,107.4,115.9,42.9,38.34462795186306
62,Male,71.0,190.8,66.5,125.5,30.6,4.870912816973714
20,Female,82.9,177.4,117.8,139.8,42.3,57.09418784825118
28,Female,73.9,191.8,108.9,108.1,36.1,40.047702739668466
20,Female,91.0,168.6,101.7,115.9,37.9,45.62274297707762
45,Female,68.6,167.3,93.0,86.1,38.0,28.370794524997734
59,Female,113.9,167.4,115.2,137.0,35.7,60.44806144227175
45,Male,93.2,160.0,67.1,115.8,32.8,8.256649497791841
26,Male,116.0,181.1,67.3,86.2,31.2,6.533312616159378
43,Female,97.6,183.1,109.3,104.0,33.1,41.93049217081415
46,Male,63.0,193.0,88.9,84.9,40.7,14.971728590881696
27,Female,51.1,184.7,110.7,109.8,40.2,41.563753219310456
44,Female,78.5,189.0,83.4,96.6,40.1,22.433718735222044
62,Female,119.5,184.4,87.1,100.4,43.6,25.451542491193322
49,Female,111.4,184.9,79.9,84.1,36.9,16.87192419168082
35,Male,109.3,167.0,117.0,125.7,41.4,36.44945663777776
35,Male,89.8,198.3,87.9,130.5,40.0,13.953792952715673
39,Male,56.6,181.9,105.3,88.4,44.1,25.586020694590047
34,Male,51.1,179.4,101.8,125.0,40.0,26.381154801047273
42,Male,108.7,192.4,74.1,87.7,32.7,9.622156337150273
43,Female,62.4,171.0,114.8,85.1,41.2,35.77408484783757
22,Female,55.4,154.8,92.7,86.8,35.4,33.34621274011727
26,Male,99.7,162.0,111.3,81.9,33.8,38.41588289584382
61,Male,50.1,190.4,109.9,102.6,34.2,32.32911670272563
61,Female,101.9,186.6,63.5,137.2,42.4,31.63221462275959
41,Female,63.5,155.9,97.2,134.0,36.8,55.476633869739885
24,Female,72.5,153.5,107.3,99.9,37.0,45.99453399387522
37,Male,62.0,181.1,114.4,127.7,30.2,38.121350974633856
61,Female,104.4,196.9,90.4,129.5,34.1,40.798011690148826
58,Male,83.9,158.7,105.0,89.1,43.3,30.121761645834056
25,Female,61.6,177.5,118.2,93.8,37.5,41.00091333260485
36,Female,52.7,190.6,109.7,121.4,36.2,45.906803319412404
52,Male,119.1,176.4,111.3,95.8,31.1,37.032404861648615
60,Female,100.0,167.6,84.4,136.3,34.4,48.64547267299855
61,Female,97.6,189.5,65.5,93.8,32.0,15.940457603560048
42,Female,85.2,188.6,118.0,127.9,32.5,53.36926911307796
34,Male,80.4,191.5,101.7,125.5,35.1,27.215225222085053
56,Male,105.7,197.3,70.3,110.2,31.0,7.075286314686764
42,Female,107.9,157.5,118.4,95.8,41.7,45.78167567197846
52,Male,54.3,167.0,102.9,82.0,39.3,29.69878691983149
56,Female,110.2,199.3,65.4,129.7,42.0,26.349764774466962
56,Male,103.3,179.7,70.2,102.7,35.2,5.674770620327365
63,Male,84.0,183.5,111.9,100.4,33.3,34.9718340588646
19,Male,83.3,194.2,117.2,82.7,38.8,33.07145613706922
33,Female,108.4,184.6,81.9,89.1,30.3,23.84820322153064
59,Male,105.5,184.2,84.8,102.1,31.3,20.172488351864843
31,Male,59.7,155.2,83.7,121.4,41.1,16.90107415748031
46,Male,88.4,175.3,110.1,92.4,43.3,30.076194339434608
56,Female,117.9,183.7,87.2,89.8,33.1,25.61830520329073
19,Female,101.5,190.4,82.5,95.7,41.9,20.33673385857037
27,Female,118.1,170.7,97.3,97.0,35.8,35.76303913786563
19,Female,104.3,156.2,89.4,104.6,36.2,39.53283191059717
44,Male,86.7,168.3,92.0,101.7,43.3,19.4018012800978
30,Female,92.3,171.5,84.4,84.4,39.3,21.346215236245826
19,Female,99.7,187.6,87.6,117.1,42.2,33.26282926439967
59,Female,101.0,151.0,62.2,87.8,41.6,14.787748087527575
31,Female,102.3,169.3,115.5,132.1,38.6,57.07903759197012
34,Female,115.1,172.4,61.8,131.6,41.2,32.39393229121532
61,Female,71.6,177.5,106.4,84.3,40.6,30.096582876359605
55,Male,108.1,198.5,77.9,104.8,37.2,8.129915528540153
53,Female,89.9,187.0,66.7,108.6,32.3,24.404593451902144
51,Male,112.0,161.1,96.6,139.8,34.0,30.21131571210975
46,Male,94.2,181.7,102.4,95.1,35.6,28.95811605039529
64,Female,115.5,167.3,97.8,118.2,38.8,44.93547859696315
40,Male,79.7,190.6,94.6,107.4,34.5,23.475830492858336
40,Male,57.0,158.6,92.2,126.1,33.1,28.485958498059404
33,Male,95.1,157.2,92.5,94.9,30.5,30.606254910215114
61,Male,104.2,155.1,111.9,120.9,33.2,40.44578917306177
24,Female,98.4,177.2,65.4,87.8,38.1,12.080603672834854
62,Male,100.7,156.2,69.4,80.9,32.1,11.917278463568039
18,Female,52.0,152.1,108.8,81.1,30.4,41.56582026578258
36,Female,117.5,166.6,78.2,109.6,31.1,36.04786216911964
62,Male,68.5,189.9,106.3,126.2,44.3,24.75900314798895
50,Male,79.0,157.8,81.2,114.7,30.5,22.83579860867826
51,Male,79.3,167.9,115.5,82.2,37.1,37.72069050440797
18,Male,113.5,171.8,76.9,113.1,40.3,8.511688916012872
29,Female,102.1,193.8,85.6,86.8,33.3,20.95987432019473
42,Male,93.4,173.8,69.5,137.9,44.5,-4.8309251531078985
40,Male,58.4,175.6,100.0,101.2,30.3,31.66735539678706
42,Female,72.6,162.7,84.2,110.2,43.2,34.545286056254895
48,Female,84.4,183.4,116.5,100.3,35.9,42.141907388691266
41,Female,58.0,151.3,60.9,108.0,35.8,28.729369133082912
27,Female,90.0,198.2,83.3,137.5,37.1,39.65243833996385
19,Male,65.0,174.9,61.4,95.6,44.6,-17.79631718842853
50,Male,107.7,153.1,79.7,123.1,39.4,15.284283388940821
54,Female,108.0,178.0,82.8,125.3,43.2,36.71757462939371
40,Male,91.9,175.7,75.5,91.4,30.4,15.319736681394602
19,Female,75.2,162.0,75.3,123.7,43.5,36.77376130988671
21,Male,53.1,160.4,75.6,118.9,33.2,15.757945364507691
40,Female,94.0,163.5,76.0,97.5,34.7,28.23526407478613
63,Female,104.9,156.5,76.9,111.4,31.1,39.163582934355816
58,Female,105.3,176.6,111.1,115.4,43.7,44.706738589654265
55,Male,83.9,193.9,62.3,130.2,37.9,-8.54640869057846
40,Male,59.8,196.2,119.3,87.5,31.4,37.250380051741104
29,Male,54.5,197.6,76.9,138.3,36.0,8.431652483582866
61,Male,53.9,180.0,61.7,126.1,35.7,-4.471667746987805
41,Male,67.5,181.1,70.5,112.1,30.8,9.873650017099408
46,Female,59.9,165.5,116.5,126.6,35.2,57.79513118721849
58,Female,61.8,194.3,119.9,124.0,34.4,50.487731858845905
45,Female,98.9,174.4,74.8,107.6,43.8,25.290204261954216
32,Female,62.6,164.0,73.5,100.2,42.1,24.38959428907816
27,Female,98.5,198.3,110.2,139.3,32.4,52.245435220121124
51,Female,74.6,185.3,114.9,133.1,44.0,50.744782568385176
46,Female,104.2,173.2,99.0,137.1,41.1,50.553456488045754
48,Female,61.1,153.4,116.1,82.9,37.4,42.138415871351924
40,Male,51.6,157.0,117.0,128.9,36.5,40.95961340661546
35,Male,56.2,159.8,105.6,133.5,43.9,29.905938157845867
24,Male,117.6,195.1,80.9,108.6,34.6,13.205882692439218
44,Male,87.7,198.6,69.0,133.5,35.6,1.2756502118824642
26,Male,92.5,163.3,91.1,86.1,40.4,21.799371445551685
37,Female,117.7,174.9,77.4,83.6,41.4,15.156697211882829
38,Female,104.3,189.6,67.1,97.5,34.9,17.166781349183907
45,Female,57.9,169.2,83.6,81.6,43.8,17.551646460306358
20,Female,79.5,174.6,88.8,121.0,33.8,42.40868812127064
62,Male,107.5,194.4,99.7,135.6,35.2,25.53575687882511
27,Male,96.5,160.4,73.3,97.7,32.9,14.01014799574233
34,Male,65.1,199.7,112.1,119.6,38.1,29.9520171160853
52,Male,106.4,172.8,71.1,108.1,45.0,-3.241940708174127
38,Female,89.1,162.9,119.8,95.3,40.8,44.95999622033713
26,Female,105.2,194.6,93.4,135.1,37.1,43.55899904628188
34,Female,93.9,153.8,68.8,137.5,44.7,42.01614949755361
49,Female,82.4,182.1,110.1,88.1,30.7,36.809740858011764
55,Female,101.0,153.1,75.2,126.0,34.3,44.64341104406333
45,Female,110.6,197.3,71.3,91.3,42.6,10.372406923055735
35,Male,82.6,182.0,68.1,109.3,37.9,0.2555367096774148
23,Female,52.1,169.9,93.1,101.7,30.1,38.77722596879448
23,Male,91.5,171.2,112.8,94.6,36.9,35.81011580783155
34,Female,56.3,158.3,113.8,120.5,30.3,58.52036745743692
27,Male,72.7,168.0,107.1,131.3,38.6,32.38603345846769
19,Male,88.5,195.2,94.9,126.9,39.5,19.725390943377988
50,Male,74.2,190.3,91.8,123.3,33.0,22.704447271943707
60,Male,69.7,183.1,82.4,84.0,44.8,7.645794547664707
42,Female,51.4,198.4,62.6,85.8,42.5,2.157148565482146
55,Male,68.8,178.7,110.2,107.9,37.0,33.02315497025546
18,Female,76.9,158.8,120.0,113.3,34.6,56.281584602464136
33,Female,70.3,185.7,115.3,123.4,30.2,52.325133286990535
43,Male,94.0,179.6,116.0,101.4,40.4,34.126526068627186
58,Male,96.6,171.8,80.0,81.4,33.9,16.778147875432865
29,Female,104.6,157.3,66.0,82.2,35.9,15.421479311757992
26,Female,63.0,183.9,112.3,131.3,36.4,52.31700380251908
30,Female,93.3,172.2,105.8,87.7,42.8,31.73937101189364
