User_ID,Age,Gender,Fitness Level,Goals,Equipment Available,Workout Plan,Calories Burned
3758,21,Male,Advanced,General Fitness,Dumbbells,Plank,383
3759,60,Female,Advanced,General Fitness,Barbell,Bicep Curls,178
3760,59,Female,Advanced,Muscle Gain,Dumbbells,Deadlifts,405
3761,19,Male,Intermediate,Weight Loss,Barbell,Deadlifts,449
3762,63,Male,Intermediate,Weight Loss,Dumbbells,Plank,358
3763,57,Female,Intermediate,General Fitness,None,Push-Ups,429
3764,23,Female,Advanced,Weight Loss,None,Push-Ups,329
3765,39,Male,Advanced,Muscle Gain,Dumbbells,Deadlifts,436
3766,20,Female,Advanced,Muscle Gain,Resistance Bands,Push-Ups,207
3767,34,Male,Advanced,Weight Loss,None,Bicep Curls,288
3768,27,Male,Intermediate,Muscle Gain,None,Squats,313
3769,41,Male,Intermediate,Weight Loss,Dumbbells,Push-Ups,372
3770,64,Female,Intermediate,Weight Loss,None,Squats,135
3771,57,Female,Advanced,General Fitness,Dumbbells,Squats,257
3772,56,Female,Intermediate,General Fitness,Barbell,Deadlifts,451
3773,45,Female,Intermediate,Muscle Gain,None,Push-Ups,123
3774,56,Female,Intermediate,General Fitness,Resistance Bands,Squats,357
3775,62,Male,Advanced,General Fitness,None,Push-Ups,457
3776,47,Male,Intermediate,General Fitness,None,Deadlifts,275
3777,45,Male,Intermediate,Weight Loss,None,Bicep Curls,234
3778,21,Female,Intermediate,General Fitness,Barbell,Deadlifts,471
3779,35,Female,Intermediate,General Fitness,Dumbbells,Squats,175
3780,56,Female,Advanced,Muscle Gain,Dumbbells,Deadlifts,162
3781,20,Female,Advanced,Weight Loss,Dumbbells,Push-Ups,409
3782,63,Female,Intermediate,Weight Loss,Dumbbells,Bicep Curls,295
3783,18,Female,Advanced,Muscle Gain,None,Bicep Curls,332
3784,50,Male,Advanced,General Fitness,Barbell,Bicep Curls,152
3785,33,Male,Advanced,Muscle Gain,None,Bicep Curls,470
3786,63,Male,Intermediate,Muscle Gain,Resistance Bands,Bicep Curls,421
3787,47,Male,Advanced,General Fitness,Barbell,Plank,257
3788,57,Female,Beginner,General Fitness,Dumbbells,Deadlifts,103
3789,50,Male,Intermediate,Muscle Gain,Barbell,Push-Ups,119
3790,53,Female,Advanced,Muscle Gain,Dumbbells,Bicep Curls,157
3791,48,Male,Intermediate,Weight Loss,Dumbbells,Squats,449
3792,53,Female,Intermediate,General Fitness,Barbell,Plank,198
3793,53,Female,Beginner,Muscle Gain,Barbell,Bicep Curls,429
3794,64,Male,Advanced,Muscle Gain,Resistance Bands,Deadlifts,112
3795,27,Male,Intermediate,Muscle Gain,Dumbbells,Squats,103
3796,39,Male,Beginner,Weight Loss,Barbell,Bicep Curls,377
3797,45,Male,Beginner,General Fitness,Barbell,Squats,206
3798,53,Male,Advanced,Weight Loss,None,Deadlifts,430
3799,49,Female,Beginner,General Fitness,Barbell,Plank,392
3800,63,Female,Intermediate,Weight Loss,Dumbbells,Bicep Curls,226
3801,30,Female,Advanced,Muscle Gain,Barbell,Bicep Curls,225
3802,51,Male,Advanced,Muscle Gain,Barbell,Push-Ups,241
3803,18,Female,Intermediate,General Fitness,None,Deadlifts,237
3804,33,Female,Advanced,Muscle Gain,None,Push-Ups,130
3805,44,Male,Advanced,General Fitness,Dumbbells,Plank,477
3806,39,Female,Beginner,Muscle Gain,Barbell,Push-Ups,384
3807,48,Female,Beginner,Muscle Gain,Barbell,Push-Ups,284
3808,46,Male,Beginner,Weight Loss,None,Bicep Curls,466
3809,39,Female,Intermediate,General Fitness,Barbell,Squats,229
3810,24,Male,Intermediate,Weight Loss,Barbell,Push-Ups,124
3811,57,Female,Advanced,General Fitness,Barbell,Bicep Curls,249
3812,21,Female,Advanced,Muscle Gain,Dumbbells,Squats,354
3813,31,Female,Advanced,Weight Loss,None,Push-Ups,484
3814,60,Male,Advanced,Weight Loss,Dumbbells,Push-Ups,107
3815,34,Female,Advanced,Muscle Gain,Dumbbells,Push-Ups,471
3816,18,Male,Advanced,General Fitness,Dumbbells,Deadlifts,330
3817,19,Male,Intermediate,General Fitness,Barbell,Push-Ups,421
3818,35,Female,Beginner,General Fitness,Resistance Bands,Push-Ups,327
3819,20,Male,Advanced,General Fitness,Resistance Bands,Deadlifts,492
3820,38,Female,Advanced,Weight Loss,Dumbbells,Deadlifts,127
3821,30,Male,Beginner,General Fitness,Resistance Bands,Plank,490
3822,64,Male,Intermediate,Weight Loss,Dumbbells,Bicep Curls,305
3823,44,Male,Advanced,General Fitness,Barbell,Squats,465
3824,20,Female,Advanced,Muscle Gain,Barbell,Squats,460
3825,22,Male,Advanced,Weight Loss,Resistance Bands,Bicep Curls,131
3826,54,Male,Intermediate,Weight Loss,Resistance Bands,Push-Ups,356
3827,55,Female,Intermediate,General Fitness,None,Squats,110
3828,19,Female,Intermediate,Weight Loss,Barbell,Squats,323
3829,47,Male,Beginner,Weight Loss,Barbell,Deadlifts,410
3830,23,Female,Advanced,Weight Loss,Resistance Bands,Plank,341
3831,44,Female,Beginner,Weight Loss,Dumbbells,Plank,123
3832,30,Female,Advanced,General Fitness,None,Plank,156
3833,22,Male,Beginner,Muscle Gain,Barbell,Deadlifts,168
3834,42,Male,Beginner,Muscle Gain,None,Push-Ups,198
3835,44,Male,Intermediate,General Fitness,Dumbbells,Deadlifts,161
3836,33,Female,Advanced,Weight Loss,None,Squats,440
3837,24,Male,Advanced,Weight Loss,Resistance Bands,Squats,311
3838,60,Female,Intermediate,General Fitness,Resistance Bands,Bicep Curls,193
3839,20,Female,Advanced,General Fitness,Resistance Bands,Plank,441
3840,32,Female,Beginner,General Fitness,Barbell,Squats,173
3841,34,Male,Beginner,Weight Loss,Barbell,Deadlifts,304
3842,20,Female,Beginner,General Fitness,Dumbbells,Deadlifts,157
3843,19,Male,Advanced,Muscle Gain,Resistance Bands,Bicep Curls,455
3844,63,Female,Beginner,General Fitness,Resistance Bands,Bicep Curls,495
3845,22,Female,Beginner,General Fitness,Resistance Bands,Bicep Curls,298
3846,41,Male,Beginner,General Fitness,Resistance Bands,Bicep Curls,310
3847,48,Male,Advanced,Weight Loss,None,Bicep Curls,208
3848,53,Male,Intermediate,Weight Loss,Dumbbells,Bicep Curls,313
3849,61,Male,Beginner,Weight Loss,None,Bicep Curls,360
3850,24,Male,Beginner,Muscle Gain,Barbell,Bicep Curls,302
3851,42,Male,Advanced,General Fitness,Barbell,Bicep Curls,335
3852,60,Male,Advanced,General Fitness,Barbell,Bicep Curls,104
3853,37,Female,Intermediate,Muscle Gain,None,Plank,399
3854,42,Male,Beginner,Muscle Gain,Resistance Bands,Squats,232
3855,19,Female,Advanced,General Fitness,Resistance Bands,Bicep Curls,299
3856,19,Female,Advanced,Muscle Gain,None,Deadlifts,422
3857,27,Male,Advanced,Weight Loss,Resistance Bands,Deadlifts,432
3858,23,Male,Intermediate,Weight Loss,Resistance Bands,Squats,246
3859,28,Male,Advanced,General Fitness,Resistance Bands,Deadlifts,101
3860,46,Male,Intermediate,General Fitness,Dumbbells,Bicep Curls,357
3861,47,Male,Advanced,Weight Loss,Resistance Bands,Bicep Curls,465
3862,38,Male,Intermediate,General Fitness,Barbell,Bicep Curls,133
3863,44,Male,Beginner,Muscle Gain,None,Squats,199
3864,64,Female,Advanced,General Fitness,Dumbbells,Squats,178
3865,59,Male,Beginner,Muscle Gain,Resistance Bands,Plank,478
3866,53,Male,Intermediate,Weight Loss,Dumbbells,Bicep Curls,360
3867,62,Male,Advanced,Muscle Gain,Barbell,Push-Ups,161
3868,50,Male,Intermediate,Weight Loss,None,Deadlifts,452
3869,64,Female,Beginner,Muscle Gain,Barbell,Plank,237
3870,44,Male,Intermediate,Muscle Gain,None,Bicep Curls,191
3871,54,Female,Intermediate,General Fitness,Barbell,Deadlifts,485
3872,23,Male,Beginner,Muscle Gain,Resistance Bands,Push-Ups,149
3873,56,Male,Advanced,Weight Loss,Resistance Bands,Push-Ups,457
3874,25,Female,Intermediate,General Fitness,Dumbbells,Bicep Curls,303
3875,29,Female,Intermediate,Weight Loss,None,Bicep Curls,470
3876,64,Male,Advanced,Muscle Gain,Resistance Bands,Bicep Curls,211
3877,20,Male,Advanced,General Fitness,Resistance Bands,Deadlifts,353
3878,26,Male,Beginner,General Fitness,None,Deadlifts,489
3879,60,Female,Intermediate,Weight Loss,Resistance Bands,Plank,131
3880,29,Male,Beginner,General Fitness,Resistance Bands,Squats,359
3881,57,Male,Intermediate,General Fitness,None,Push-Ups,301
3882,63,Female,Advanced,Muscle Gain,Dumbbells,Bicep Curls,250
3883,20,Male,Advanced,General Fitness,Dumbbells,Squats,343
3884,50,Male,Intermediate,Weight Loss,Barbell,Push-Ups,360
3885,30,Male,Advanced,General Fitness,Dumbbells,Squats,365
3886,29,Male,Intermediate,Muscle Gain,Dumbbells,Squats,497
3887,54,Male,Advanced,General Fitness,Resistance Bands,Squats,296
3888,24,Male,Intermediate,Weight Loss,Barbell,Deadlifts,296
3889,23,Female,Advanced,Muscle Gain,Resistance Bands,Plank,153
3890,58,Male,Advanced,General Fitness,Dumbbells,Deadlifts,145
3891,21,Male,Intermediate,Muscle Gain,Barbell,Squats,173
3892,40,Male,Advanced,Weight Loss,Resistance Bands,Deadlifts,408
3893,21,Male,Intermediate,Muscle Gain,Resistance Bands,Bicep Curls,134
3894,20,Female,Advanced,Muscle Gain,Resistance Bands,Bicep Curls,187
3895,55,Female,Advanced,Muscle Gain,Dumbbells,Bicep Curls,319
3896,44,Female,Intermediate,Muscle Gain,Dumbbells,Bicep Curls,481
3897,28,Female,Intermediate,Weight Loss,Resistance Bands,Squats,296
3898,46,Female,Beginner,Muscle Gain,Resistance Bands,Push-Ups,155
3899,46,Male,Beginner,Weight Loss,None,Plank,411
3900,54,Female,Advanced,Muscle Gain,None,Push-Ups,168
3901,60,Female,Beginner,General Fitness,None,Plank,262
3902,25,Female,Advanced,General Fitness,Dumbbells,Push-Ups,235
3903,49,Male,Beginner,General Fitness,Resistance Bands,Bicep Curls,321
3904,31,Female,Beginner,Weight Loss,None,Bicep Curls,328
3905,37,Male,Intermediate,Muscle Gain,Barbell,Deadlifts,469
3906,41,Male,Advanced,Weight Loss,None,Deadlifts,321
3907,46,Male,Intermediate,Weight Loss,Barbell,Squats,132
3908,18,Male,Intermediate,Muscle Gain,Resistance Bands,Plank,260
3909,27,Female,Beginner,General Fitness,Barbell,Plank,417
3910,36,Male,Intermediate,General Fitness,Barbell,Squats,446
3911,56,Male,Beginner,General Fitness,Barbell,Bicep Curls,198
3912,62,Female,Beginner,General Fitness,Dumbbells,Deadlifts,411
3913,35,Male,Advanced,Muscle Gain,Barbell,Squats,348
3914,55,Male,Advanced,Muscle Gain,Barbell,Bicep Curls,494
3915,24,Male,Advanced,General Fitness,None,Push-Ups,119
3916,41,Female,Intermediate,Weight Loss,None,Squats,320
3917,39,Female,Advanced,Muscle Gain,Barbell,Squats,132
3918,33,Male,Intermediate,Weight Loss,Dumbbells,Bicep Curls,107
3919,23,Male,Advanced,Muscle Gain,Dumbbells,Push-Ups,463
3920,60,Male,Beginner,Muscle Gain,None,Deadlifts,416
3921,24,Female,Intermediate,General Fitness,None,Squats,443
3922,35,Male,Advanced,Muscle Gain,None,Squats,204
3923,52,Male,Advanced,General Fitness,None,Squats,283
3924,41,Female,Intermediate,Weight Loss,Dumbbells,Deadlifts,214
3925,33,Female,Beginner,Weight Loss,None,Deadlifts,441
3926,36,Female,Intermediate,Weight Loss,None,Push-Ups,147
3927,36,Female,Advanced,Muscle Gain,Dumbbells,Push-Ups,120
3928,60,Male,Advanced,General Fitness,Barbell,Plank,160
3929,18,Male,Advanced,Muscle Gain,Dumbbells,Plank,475
3930,39,Male,Beginner,Muscle Gain,None,Deadlifts,281
3931,48,Male,Advanced,Muscle Gain,Resistance Bands,Squats,414
3932,31,Female,Intermediate,General Fitness,Resistance Bands,Deadlifts,361
3933,47,Female,Advanced,General Fitness,Resistance Bands,Plank,124
3934,48,Female,Beginner,Muscle Gain,Dumbbells,Plank,218
3935,49,Male,Beginner,Weight Loss,Resistance Bands,Bicep Curls,160
3936,60,Male,Intermediate,General Fitness,Barbell,Plank,417
3937,34,Female,Advanced,Weight Loss,None,Push-Ups,350
3938,45,Female,Advanced,Muscle Gain,Resistance Bands,Bicep Curls,217
3939,51,Female,Beginner,Muscle Gain,None,Bicep Curls,428
3940,34,Female,Beginner,Weight Loss,Barbell,Squats,124
3941,23,Female,Intermediate,Weight Loss,Barbell,Plank,330
3942,46,Female,Intermediate,Muscle Gain,None,Plank,188
3943,26,Male,Advanced,Weight Loss,None,Bicep Curls,201
3944,48,Male,Intermediate,Muscle Gain,Dumbbells,Deadlifts,276
3945,47,Male,Intermediate,Muscle Gain,Dumbbells,Push-Ups,491
3946,26,Male,Beginner,Muscle Gain,Resistance Bands,Plank,458
3947,59,Female,Beginner,General Fitness,Resistance Bands,Deadlifts,270
3948,27,Male,Beginner,General Fitness,Resistance Bands,Plank,394
3949,55,Male,Intermediate,Weight Loss,Resistance Bands,Deadlifts,337
3950,50,Male,Beginner,Muscle Gain,Resistance Bands,Push-Ups,261
3951,20,Female,Beginner,Muscle Gain,Barbell,Push-Ups,384
3952,46,Female,Intermediate,Weight Loss,Resistance Bands,Push-Ups,398
3953,56,Female,Beginner,General Fitness,Resistance Bands,Push-Ups,287
3954,58,Female,Beginner,Weight Loss,Resistance Bands,Squats,401
3955,31,Female,Advanced,General Fitness,Dumbbells,Bicep Curls,421
3956,32,Male,Intermediate,General Fitness,Resistance Bands,Plank,162
3957,27,Male,Advanced,Weight Loss,None,Plank,311
3958,33,Male,Beginner,Weight Loss,Dumbbells,Deadlifts,314
3959,50,Male,Advanced,General Fitness,Barbell,Squats,386
3960,45,Female,Beginner,Muscle Gain,None,Plank,208
3961,56,Male,Intermediate,Weight Loss,Resistance Bands,Push-Ups,126
3962,60,Female,Beginner,Muscle Gain,None,Plank,376
3963,41,Female,Beginner,Muscle Gain,Dumbbells,Deadlifts,342
3964,32,Male,Beginner,Weight Loss,Dumbbells,Plank,287
3965,30,Female,Intermediate,General Fitness,Resistance Bands,Deadlifts,295
3966,36,Male,Advanced,General Fitness,Resistance Bands,Push-Ups,399
3967,28,Male,Advanced,Weight Loss,Barbell,Deadlifts,140
3968,30,Female,Intermediate,Weight Loss,Dumbbells,Plank,307
3969,57,Female,Intermediate,Muscle Gain,Barbell,Plank,145
3970,49,Male,Advanced,Muscle Gain,None,Deadlifts,276
3971,43,Male,Advanced,Weight Loss,Barbell,Squats,492
3972,59,Male,Advanced,Muscle Gain,Resistance Bands,Deadlifts,194
3973,33,Female,Beginner,Muscle Gain,Resistance Bands,Plank,442
3974,34,Male,Beginner,Muscle Gain,Dumbbells,Push-Ups,175
3975,30,Female,Beginner,Weight Loss,Resistance Bands,Deadlifts,353
3976,30,Female,Beginner,General Fitness,Resistance Bands,Push-Ups,229
3977,32,Female,Intermediate,Muscle Gain,Dumbbells,Plank,192
3978,61,Female,Intermediate,General Fitness,Resistance Bands,Plank,218
3979,28,Female,Beginner,Muscle Gain,Resistance Bands,Bicep Curls,246
3980,18,Male,Beginner,Weight Loss,None,Plank,497
3981,52,Female,Beginner,General Fitness,Resistance Bands,Deadlifts,163
3982,35,Male,Advanced,Weight Loss,Dumbbells,Deadlifts,153
3983,61,Female,Intermediate,Weight Loss,Resistance Bands,Bicep Curls,250
3984,18,Female,Intermediate,General Fitness,None,Deadlifts,104
3985,39,Female,Advanced,Weight Loss,Barbell,Squats,127
3986,19,Male,Intermediate,General Fitness,Barbell,Plank,278
3987,47,Male,Intermediate,General Fitness,Barbell,Plank,439
3988,35,Female,Intermediate,Weight Loss,Dumbbells,Bicep Curls,219
3989,18,Female,Advanced,Weight Loss,Dumbbells,Plank,109
3990,20,Male,Advanced,Weight Loss,Dumbbells,Squats,238
3991,27,Male,Intermediate,Weight Loss,Dumbbells,Plank,431
3992,32,Female,Advanced,Muscle Gain,Resistance Bands,Deadlifts,298
3993,20,Male,Advanced,Muscle Gain,Resistance Bands,Plank,350
3994,30,Male,Advanced,Muscle Gain,Resistance Bands,Squats,251
3995,41,Male,Beginner,General Fitness,Resistance Bands,Deadlifts,424
3996,56,Female,Intermediate,General Fitness,Barbell,Deadlifts,272
3997,47,Male,Beginner,Muscle Gain,Barbell,Squats,186
3998,60,Male,Beginner,General Fitness,Dumbbells,Bicep Curls,442
3999,49,Female,Advanced,Weight Loss,Barbell,Bicep Curls,363
4000,52,Male,Intermediate,General Fitness,Dumbbells,Plank,261
4001,52,Male,Intermediate,Weight Loss,Dumbbells,Push-Ups,457
4002,32,Male,Beginner,Muscle Gain,Barbell,Deadlifts,149
4003,51,Male,Advanced,Weight Loss,Barbell,Squats,273
4004,56,Female,Beginner,Muscle Gain,Resistance Bands,Squats,229
4005,51,Male,Intermediate,Muscle Gain,None,Deadlifts,269
4006,35,Male,Beginner,General Fitness,None,Squats,416
4007,52,Female,Beginner,Weight Loss,Barbell,Bicep Curls,229
4008,40,Male,Intermediate,Muscle Gain,Resistance Bands,Bicep Curls,476
4009,49,Female,Beginner,Weight Loss,None,Deadlifts,130
4010,36,Female,Advanced,Muscle Gain,None,Bicep Curls,274
4011,46,Male,Beginner,General Fitness,Barbell,Deadlifts,455
4012,57,Female,Beginner,Weight Loss,Barbell,Plank,160
4013,61,Female,Intermediate,General Fitness,Dumbbells,Push-Ups,491
4014,29,Female,Beginner,General Fitness,Barbell,Squats,337
4015,21,Male,Beginner,Muscle Gain,Dumbbells,Squats,279
4016,39,Female,Beginner,Weight Loss,Barbell,Squats,427
4017,60,Male,Intermediate,General Fitness,Barbell,Squats,197
4018,62,Male,Intermediate,Weight Loss,Resistance Bands,Push-Ups,219
4019,32,Female,Advanced,Muscle Gain,Resistance Bands,Squats,270
4020,38,Male,Advanced,Weight Loss,Dumbbells,Deadlifts,370
4021,59,Male,Advanced,Muscle Gain,Barbell,Squats,227
4022,52,Female,Intermediate,Muscle Gain,Dumbbells,Push-Ups,471
4023,59,Female,Beginner,Weight Loss,None,Push-Ups,168
4024,36,Male,Intermediate,Muscle Gain,None,Bicep Curls,368
4025,25,Female,Intermediate,Muscle Gain,None,Squats,243
4026,53,Male,Beginner,Muscle Gain,Resistance Bands,Deadlifts,218
4027,32,Female,Advanced,General Fitness,Resistance Bands,Bicep Curls,137
4028,21,Male,Beginner,General Fitness,Resistance Bands,Push-Ups,230
4029,42,Female,Beginner,Weight Loss,Resistance Bands,Plank,420
4030,54,Male,Intermediate,General Fitness,Dumbbells,Plank,459
4031,43,Female,Beginner,Muscle Gain,Dumbbells,Push-Ups,402
4032,26,Male,Advanced,General Fitness,Barbell,Push-Ups,297
4033,61,Female,Beginner,General Fitness,Barbell,Squats,394
4034,48,Female,Advanced,Weight Loss,Barbell,Squats,406
4035,23,Female,Advanced,Muscle Gain,Dumbbells,Squats,149
4036,42,Male,Beginner,Weight Loss,Barbell,Push-Ups,318
4037,23,Male,Advanced,Muscle Gain,Resistance Bands,Deadlifts,484
4038,36,Male,Advanced,Weight Loss,Barbell,Push-Ups,240
4039,22,Male,Beginner,Muscle Gain,Barbell,Squats,257
4040,22,Female,Intermediate,General Fitness,Dumbbells,Push-Ups,185
4041,22,Male,Beginner,Muscle Gain,Barbell,Deadlifts,279
4042,37,Female,Advanced,Weight Loss,None,Push-Ups,351
4043,63,Male,Intermediate,General Fitness,Resistance Bands,Squats,484
4044,30,Female,Advanced,Weight Loss,Dumbbells,Push-Ups,128
4045,26,Male,Advanced,Muscle Gain,None,Deadlifts,445
4046,31,Female,Advanced,Weight Loss,Barbell,Plank,171
4047,30,Female,Beginner,General Fitness,Resistance Bands,Deadlifts,314
4048,64,Female,Intermediate,Weight Loss,None,Plank,225
4049,50,Male,Intermediate,Muscle Gain,Barbell,Bicep Curls,165
4050,40,Female,Advanced,Weight Loss,Resistance Bands,Deadlifts,328
4051,47,Male,Beginner,General Fitness,Resistance Bands,Deadlifts,245
4052,35,Male,Intermediate,General Fitness,None,Push-Ups,417
4053,35,Male,Intermediate,Muscle Gain,None,Push-Ups,288
4054,60,Female,Advanced,General Fitness,Resistance Bands,Squats,118
4055,53,Female,Intermediate,Muscle Gain,None,Push-Ups,151
4056,31,Female,Advanced,Muscle Gain,Resistance Bands,Deadlifts,401
4057,29,Male,Beginner,Weight Loss,None,Push-Ups,304
4058,56,Female,Intermediate,Muscle Gain,Resistance Bands,Bicep Curls,320
4059,44,Female,Advanced,Weight Loss,Dumbbells,Push-Ups,421
4060,46,Male,Advanced,General Fitness,Dumbbells,Plank,107
4061,24,Male,Intermediate,General Fitness,Barbell,Push-Ups,237
4062,32,Male,Beginner,Weight Loss,Barbell,Deadlifts,187
4063,36,Male,Advanced,Muscle Gain,Resistance Bands,Bicep Curls,247
4064,26,Female,Beginner,Weight Loss,Resistance Bands,Push-Ups,182
4065,37,Female,Advanced,Weight Loss,Barbell,Bicep Curls,374
4066,61,Female,Beginner,General Fitness,None,Plank,414
4067,39,Male,Intermediate,Weight Loss,Dumbbells,Deadlifts,118
4068,53,Female,Intermediate,Weight Loss,Dumbbells,Bicep Curls,102
4069,49,Female,Advanced,Muscle Gain,Barbell,Bicep Curls,157
4070,20,Female,Beginner,Weight Loss,Resistance Bands,Push-Ups,420
4071,35,Female,Advanced,General Fitness,Barbell,Bicep Curls,323
4072,33,Female,Advanced,General Fitness,Dumbbells,Plank,264
4073,20,Female,Intermediate,General Fitness,Barbell,Deadlifts,321
4074,29,Male,Advanced,Muscle Gain,Barbell,Plank,225
4075,41,Female,Advanced,Weight Loss,Barbell,Push-Ups,266
4076,28,Female,Intermediate,General Fitness,Barbell,Plank,392
4077,40,Male,Beginner,Muscle Gain,Dumbbells,Deadlifts,208
4078,50,Female,Beginner,Weight Loss,Dumbbells,Push-Ups,483
4079,21,Male,Advanced,Muscle Gain,Resistance Bands,Deadlifts,301
4080,31,Female,Advanced,General Fitness,Dumbbells,Bicep Curls,381
4081,55,Female,Advanced,Muscle Gain,Resistance Bands,Bicep Curls,435
4082,26,Female,Intermediate,Muscle Gain,None,Push-Ups,228
4083,51,Female,Advanced,Weight Loss,Dumbbells,Deadlifts,490
4084,63,Male,Advanced,General Fitness,Barbell,Push-Ups,240
4085,57,Female,Intermediate,Weight Loss,Resistance Bands,Deadlifts,152
4086,50,Female,Beginner,Weight Loss,Dumbbells,Bicep Curls,160
4087,36,Female,Advanced,Weight Loss,Barbell,Push-Ups,376
4088,54,Female,Advanced,Muscle Gain,Resistance Bands,Plank,119
4089,20,Female,Beginner,General Fitness,Resistance Bands,Bicep Curls,353
4090,54,Female,Beginner,Weight Loss,Dumbbells,Plank,247
4091,55,Female,Beginner,Weight Loss,Resistance Bands,Squats,291
4092,44,Male,Advanced,Muscle Gain,Dumbbells,Push-Ups,228
4093,57,Male,Advanced,General Fitness,Barbell,Deadlifts,208
4094,23,Male,Advanced,Muscle Gain,None,Bicep Curls,349
4095,49,Male,Beginner,Weight Loss,None,Bicep Curls,318
4096,35,Male,Intermediate,Muscle Gain,None,Bicep Curls,418
4097,49,Female,Intermediate,Weight Loss,None,Push-Ups,132
4098,37,Female,Advanced,Muscle Gain,Dumbbells,Plank,177
4099,53,Female,Beginner,Muscle Gain,Dumbbells,Deadlifts,477
4100,32,Male,Beginner,Weight Loss,Barbell,Deadlifts,446
4101,40,Female,Beginner,General Fitness,Dumbbells,Deadlifts,140
4102,31,Male,Intermediate,Muscle Gain,Dumbbells,Squats,408
4103,38,Female,Advanced,Weight Loss,Resistance Bands,Deadlifts,251
4104,63,Male,Advanced,Muscle Gain,None,Push-Ups,430
4105,20,Male,Beginner,General Fitness,Dumbbells,Squats,410
4106,24,Male,Advanced,General Fitness,Dumbbells,Plank,322
4107,34,Male,Beginner,Weight Loss,None,Bicep Curls,175
4108,21,Female,Intermediate,Muscle Gain,Dumbbells,Plank,408
4109,62,Male,Advanced,Muscle Gain,Resistance Bands,Squats,312
4110,52,Male,Advanced,Muscle Gain,Dumbbells,Squats,453
4111,23,Male,Advanced,Muscle Gain,None,Bicep Curls,265
4112,49,Female,Intermediate,Weight Loss,Barbell,Plank,136
4113,52,Male,Beginner,Weight Loss,Barbell,Squats,102
4114,63,Male,Advanced,Weight Loss,Dumbbells,Plank,361
4115,39,Male,Intermediate,Muscle Gain,Resistance Bands,Push-Ups,400
4116,25,Male,Advanced,Weight Loss,Resistance Bands,Plank,442
4117,44,Male,Beginner,Muscle Gain,Dumbbells,Push-Ups,138
4118,45,Male,Intermediate,Muscle Gain,None,Squats,299
4119,19,Female,Intermediate,Muscle Gain,Resistance Bands,Plank,488
4120,19,Male,Advanced,General Fitness,Dumbbells,Plank,327
4121,63,Male,Intermediate,General Fitness,Barbell,Squats,438
4122,44,Male,Advanced,Muscle Gain,Resistance Bands,Push-Ups,189
4123,24,Male,Beginner,Muscle Gain,Resistance Bands,Push-Ups,457
4124,29,Female,Beginner,Muscle Gain,Dumbbells,Deadlifts,470
4125,25,Male,Intermediate,General Fitness,None,Plank,200
4126,26,Male,Intermediate,General Fitness,Resistance Bands,Squats,181
4127,39,Female,Beginner,Muscle Gain,Barbell,Squats,492
4128,35,Female,Beginner,General Fitness,Resistance Bands,Squats,387
4129,56,Male,Beginner,Weight Loss,Barbell,Plank,378
4130,45,Female,Advanced,Weight Loss,Dumbbells,Bicep Curls,435
4131,55,Male,Advanced,Muscle Gain,None,Squats,165
4132,51,Female,Intermediate,Weight Loss,Dumbbells,Squats,234
4133,23,Female,Beginner,Weight Loss,None,Bicep Curls,425
4134,48,Male,Intermediate,General Fitness,Barbell,Squats,125
4135,32,Female,Advanced,Weight Loss,Barbell,Plank,231
4136,21,Female,Beginner,Muscle Gain,Dumbbells,Bicep Curls,352
4137,22,Female,Beginner,General Fitness,Barbell,Deadlifts,407
4138,40,Male,Intermediate,Muscle Gain,Barbell,Bicep Curls,449
4139,30,Female,Advanced,Weight Loss,Dumbbells,Push-Ups,448
4140,62,Male,Advanced,Weight Loss,None,Deadlifts,265
4141,44,Male,Beginner,Muscle Gain,Barbell,Squats,212
4142,62,Female,Intermediate,Muscle Gain,None,Squats,482
4143,48,Male,Beginner,Weight Loss,Resistance Bands,Plank,477
4144,36,Female,Beginner,Muscle Gain,Barbell,Squats,418
4145,47,Female,Advanced,Weight Loss,Resistance Bands,Push-Ups,484
4146,56,Female,Advanced,Weight Loss,Resistance Bands,Deadlifts,324
4147,47,Male,Beginner,Muscle Gain,Barbell,Plank,286
4148,22,Male,Advanced,Muscle Gain,Barbell,Push-Ups,419
4149,28,Female,Advanced,Weight Loss,Dumbbells,Deadlifts,470
4150,27,Male,Intermediate,Muscle Gain,Barbell,Plank,127
4151,58,Female,Intermediate,Weight Loss,None,Bicep Curls,192
4152,18,Male,Intermediate,General Fitness,Resistance Bands,Squats,327
4153,32,Female,Intermediate,Weight Loss,Barbell,Squats,202
4154,38,Male,Intermediate,Weight Loss,Resistance Bands,Push-Ups,399
4155,39,Male,Beginner,Muscle Gain,Dumbbells,Squats,144
4156,49,Female,Advanced,Weight Loss,Barbell,Plank,240
4157,43,Male,Beginner,Weight Loss,None,Deadlifts,207
4158,30,Male,Intermediate,Weight Loss,Dumbbells,Deadlifts,229
4159,22,Female,Beginner,Muscle Gain,Resistance Bands,Deadlifts,236
4160,31,Male,Beginner,General Fitness,Dumbbells,Deadlifts,165
4161,21,Female,Beginner,Weight Loss,Dumbbells,Deadlifts,123
4162,58,Female,Intermediate,Muscle Gain,None,Squats,424
4163,57,Male,Intermediate,Muscle Gain,None,Deadlifts,259
4164,25,Female,Intermediate,Muscle Gain,Barbell,Push-Ups,193
4165,26,Male,Advanced,Weight Loss,None,Squats,116
4166,48,Male,Advanced,Muscle Gain,Barbell,Deadlifts,349
