Age,Gender,Weight (kg),Height (cm),Activity Level,Goal,Daily Caloric Need
23,Male,66.9,197.8,moderate,maintenance,2782.6375000000003
41,Male,105.2,150.5,high,muscle_gain,3137.09375
23,Female,97.3,159.7,high,maintenance,2966.46875
44,Male,65.6,177.2,moderate,muscle_gain,2400.175
35,Female,69.8,160.9,low,muscle_gain,1641.1499999999999
41,Female,79.9,188.2,high,maintenance,2816.1875
54,Male,58.8,165.6,low,weight_loss,1629.6
41,Male,113.9,164.7,moderate,weight_loss,3050.9812500000003
55,Male,101.8,150.0,high,weight_loss,2949.625
51,Female,75.5,163.5,high,weight_loss,2381.53125
57,Female,71.0,160.9,moderate,maintenance,1967.91875
64,Female,98.3,167.2,moderate,weight_loss,2397.85
32,Male,79.7,157.4,low,maintenance,1950.8999999999999
28,Male,66.1,179.7,low,maintenance,1978.9499999999998
39,Male,80.1,161.9,moderate,maintenance,2515.45625
41,Male,111.0,191.6,moderate,maintenance,3266.625
18,Male,54.8,164.2,moderate,maintenance,2308.3375
35,Male,75.8,160.5,high,muscle_gain,2784.46875
61,Female,117.4,152.8,moderate,maintenance,2577.65
29,Female,51.0,187.0,high,weight_loss,2402.3125
60,Female,112.3,175.4,moderate,maintenance,2725.2875
45,Male,76.2,155.7,high,weight_loss,2651.46875
57,Female,63.3,161.1,low,maintenance,1432.6499999999999
24,Female,51.0,199.9,low,weight_loss,1774.05
40,Female,54.9,190.3,high,maintenance,2410.40625
38,Male,62.0,167.5,low,muscle_gain,1778.25
51,Male,51.8,177.1,low,weight_loss,1649.85
28,Female,73.5,170.8,high,weight_loss,2627.625
39,Male,53.1,151.8,moderate,maintenance,1999.1125
59,Male,98.5,188.9,moderate,weight_loss,2907.21875
52,Male,107.3,185.8,high,maintenance,3463.6875
46,Male,112.1,170.4,low,muscle_gain,2353.2
59,Female,88.4,192.3,moderate,muscle_gain,2526.30625
45,Male,116.3,176.7,moderate,maintenance,3173.43125
35,Female,50.4,153.3,low,maintenance,1351.35
31,Female,59.4,163.0,high,muscle_gain,2269.3125
35,Male,70.5,173.1,high,weight_loss,2829.53125
45,Male,105.2,155.2,moderate,weight_loss,2793.1
41,Male,112.0,178.6,high,weight_loss,3563.4375
25,Female,93.3,156.0,low,muscle_gain,1946.3999999999999
59,Female,76.8,160.0,high,maintenance,2296.0
62,Female,96.6,194.7,high,muscle_gain,2995.78125
25,Female,62.7,200.0,high,weight_loss,2784.25
21,Female,82.1,177.5,high,maintenance,2912.65625
44,Female,85.5,181.0,low,maintenance,1926.3
53,Female,57.3,189.9,high,weight_loss,2334.28125
22,Male,52.4,184.8,moderate,maintenance,2439.7000000000003
50,Female,102.5,159.1,high,weight_loss,2814.65625
51,Female,87.4,170.6,moderate,muscle_gain,2362.5875
47,Female,73.3,176.8,low,maintenance,1730.3999999999999
25,Female,80.6,168.0,high,weight_loss,2747.5
56,Male,117.0,158.8,moderate,weight_loss,2925.625
64,Female,76.9,186.8,high,muscle_gain,2547.125
43,Female,57.2,159.9,high,maintenance,2091.90625
54,Male,82.5,163.0,moderate,maintenance,2447.0625
51,Male,95.4,164.3,low,maintenance,2077.0499999999997
24,Female,50.8,158.1,low,maintenance,1458.1499999999999
57,Female,73.3,192.5,low,muscle_gain,1788.1499999999999
45,Female,77.5,180.5,low,muscle_gain,1820.55
56,Female,82.5,191.7,low,maintenance,1898.55
56,Female,71.1,174.7,low,weight_loss,1634.25
45,Female,96.7,176.0,high,maintenance,2941.75
31,Male,116.1,180.8,high,maintenance,3746.75
55,Male,114.0,168.5,moderate,weight_loss,2980.84375
21,Female,96.5,174.8,low,maintenance,2149.7999999999997
59,Female,85.5,177.3,low,weight_loss,1808.55
35,Female,107.8,197.7,low,muscle_gain,2373.15
61,Male,108.5,194.1,moderate,weight_loss,3097.09375
42,Female,108.1,156.5,high,muscle_gain,2954.21875
24,Male,61.0,152.1,high,maintenance,2529.84375
55,Male,51.8,184.0,low,weight_loss,1677.6
45,Female,118.8,152.5,high,weight_loss,3071.46875
22,Male,117.2,153.0,high,maintenance,3540.6875
20,Female,89.5,158.0,high,muscle_gain,2837.625
61,Male,119.5,167.6,low,weight_loss,2331.0
48,Female,103.9,171.7,high,weight_loss,2994.46875
64,Female,86.2,176.0,high,maintenance,2591.75
59,Male,77.3,199.6,moderate,muscle_gain,2682.275
37,Male,91.5,169.3,low,maintenance,2151.75
36,Male,86.1,162.1,high,weight_loss,2973.46875
28,Female,119.6,178.8,low,maintenance,2415.0
57,Male,84.3,160.8,high,maintenance,2744.0
20,Male,108.5,197.0,low,muscle_gain,2665.5
40,Female,107.0,163.0,high,muscle_gain,3023.5625
24,Female,55.0,199.5,high,maintenance,2652.78125
40,Male,56.1,170.9,moderate,maintenance,2222.89375
24,Male,96.2,190.6,low,maintenance,2445.9
63,Male,68.1,182.4,high,weight_loss,2644.25
51,Female,96.0,196.7,moderate,muscle_gain,2748.7312500000003
59,Female,60.1,181.3,moderate,weight_loss,1981.09375
36,Male,77.8,179.1,low,muscle_gain,2066.85
26,Female,57.2,182.6,low,muscle_gain,1706.7
35,Male,69.7,189.3,moderate,weight_loss,2650.69375
58,Male,56.2,194.9,low,weight_loss,1794.1499999999999
62,Female,117.9,163.3,low,maintenance,2074.35
59,Male,77.7,160.0,low,muscle_gain,1784.3999999999999
42,Male,113.1,151.7,high,muscle_gain,3279.71875
31,Female,118.0,168.5,low,muscle_gain,2300.5499999999997
61,Male,113.7,192.3,low,maintenance,2446.65
42,Male,81.8,153.5,moderate,muscle_gain,2437.18125
36,Female,104.5,176.9,moderate,muscle_gain,2804.9187500000003
56,Male,60.8,184.7,moderate,weight_loss,2305.43125
32,Male,56.6,191.8,low,weight_loss,1931.6999999999998
33,Female,111.4,179.2,low,maintenance,2289.6
44,Female,52.2,159.3,moderate,muscle_gain,1761.76875
57,Female,118.1,198.2,moderate,maintenance,3059.3125
27,Male,97.0,154.7,high,weight_loss,3162.03125
21,Female,79.4,188.4,high,muscle_gain,2984.625
36,Male,59.9,154.3,high,muscle_gain,2429.65625
45,Female,100.6,157.2,low,maintenance,1923.0
38,Male,89.4,194.9,low,muscle_gain,2312.5499999999997
64,Male,99.8,187.7,moderate,muscle_gain,2876.99375
31,Female,79.3,168.3,high,weight_loss,2675.53125
50,Male,54.6,181.9,low,maintenance,1725.45
27,Male,72.0,172.9,high,weight_loss,2923.59375
36,Female,72.1,153.3,high,maintenance,2341.71875
47,Male,50.6,186.1,low,weight_loss,1726.95
39,Male,50.7,188.2,high,maintenance,2613.1875
20,Male,73.2,194.1,moderate,muscle_gain,2867.69375
54,Female,100.9,177.0,moderate,muscle_gain,2610.5875
58,Female,93.7,183.7,low,maintenance,1960.9499999999998
35,Female,66.7,171.9,high,maintenance,2459.40625
28,Female,92.2,165.9,moderate,maintenance,2569.70625
19,Female,95.3,170.6,high,maintenance,3085.6875
29,Female,86.6,195.6,moderate,muscle_gain,2762.875
23,Female,86.5,158.2,moderate,maintenance,2445.5125000000003
60,Female,75.9,162.4,high,muscle_gain,2297.75
57,Male,58.6,180.3,low,muscle_gain,1719.45
61,Male,77.0,155.8,low,maintenance,1732.5
46,Male,74.2,194.6,low,muscle_gain,2079.9
47,Male,91.4,152.4,high,maintenance,2863.875
19,Female,109.9,187.8,high,muscle_gain,3529.3125
26,Male,76.3,168.7,high,maintenance,2961.65625
64,Male,99.7,152.6,low,maintenance,1962.8999999999999
19,Male,106.8,192.1,high,weight_loss,3812.59375
46,Male,64.8,182.0,low,weight_loss,1872.6
50,Male,113.1,150.4,moderate,maintenance,2830.3
27,Female,54.9,163.4,low,weight_loss,1529.1
51,Female,113.1,167.6,low,muscle_gain,2115.0
61,Male,61.5,166.1,low,maintenance,1623.75
25,Male,73.6,174.9,high,maintenance,2990.96875
54,Male,92.4,176.3,low,maintenance,2113.0499999999997
50,Male,113.4,169.8,moderate,weight_loss,3022.8875000000003
64,Female,67.9,166.6,moderate,weight_loss,1920.8375
23,Male,103.5,175.2,moderate,muscle_gain,3131.0
61,Female,99.7,151.7,moderate,weight_loss,2292.64375
57,Male,61.2,182.3,moderate,weight_loss,2280.63125
62,Female,83.6,180.3,moderate,muscle_gain,2312.40625
36,Female,83.7,164.0,low,maintenance,1825.2
49,Female,71.3,159.0,high,maintenance,2276.3125
44,Male,104.6,153.6,high,muscle_gain,3134.25
18,Male,114.8,179.4,moderate,weight_loss,3385.5875
60,Female,100.2,178.4,low,muscle_gain,1987.1999999999998
50,Male,118.1,176.7,moderate,muscle_gain,3162.58125
57,Male,53.5,199.3,moderate,maintenance,2325.96875
49,Female,52.6,176.6,moderate,weight_loss,1896.8125
22,Male,112.6,186.1,moderate,maintenance,3385.39375
34,Female,112.8,155.6,high,maintenance,3096.625
25,Male,57.5,164.9,high,muscle_gain,2599.84375
59,Male,75.0,163.8,low,maintenance,1780.5
51,Female,108.5,178.8,low,maintenance,2143.7999999999997
26,Female,59.0,166.5,moderate,maintenance,2076.4187500000003
40,Female,68.7,182.1,high,weight_loss,2562.21875
52,Female,97.7,184.5,moderate,weight_loss,2649.14375
24,Male,118.7,151.7,high,maintenance,3535.21875
32,Male,105.8,182.0,high,muscle_gain,3570.875
37,Male,104.4,155.8,low,muscle_gain,2205.2999999999997
42,Female,74.0,173.3,low,maintenance,1742.55
20,Male,96.3,186.3,high,weight_loss,3556.65625
63,Male,57.9,185.2,low,muscle_gain,1711.8
41,Male,119.5,165.0,moderate,muscle_gain,3140.6875
51,Female,83.6,163.6,high,weight_loss,2524.375
63,Female,94.7,172.0,high,weight_loss,2705.5
39,Male,111.3,159.4,high,muscle_gain,3358.6875
28,Male,50.1,198.7,moderate,maintenance,2492.20625
25,Female,118.3,167.2,high,muscle_gain,3398.5
56,Female,75.1,196.1,low,weight_loss,1842.75
60,Female,73.8,195.4,moderate,weight_loss,2322.2875
52,Female,60.2,168.2,high,weight_loss,2156.4375
63,Male,110.1,162.7,moderate,weight_loss,2802.20625
55,Female,111.0,188.5,moderate,maintenance,2870.7937500000003
25,Male,51.4,161.5,low,muscle_gain,1684.05
54,Female,53.9,176.1,low,weight_loss,1450.35
44,Male,114.3,155.5,low,weight_loss,2279.85
45,Male,58.6,169.3,high,weight_loss,2492.21875
57,Female,93.5,153.9,high,muscle_gain,2539.03125
51,Male,93.4,164.2,low,weight_loss,2052.2999999999997
49,Male,110.9,183.3,low,muscle_gain,2417.5499999999997
32,Male,90.1,199.6,high,maintenance,3488.625
61,Female,80.4,162.7,low,weight_loss,1625.85
34,Female,118.2,173.7,moderate,maintenance,3001.76875
50,Female,66.0,172.4,moderate,muscle_gain,2056.0750000000003
64,Male,68.4,159.2,moderate,maintenance,2114.2000000000003
63,Male,55.9,180.5,high,weight_loss,2409.96875
33,Male,118.3,186.2,low,maintenance,2624.1
46,Male,99.4,157.4,moderate,maintenance,2716.7625000000003
26,Female,50.8,187.9,high,maintenance,2434.90625
50,Male,99.3,185.0,low,maintenance,2285.1
46,Male,78.3,159.9,low,maintenance,1868.85
30,Male,117.7,182.4,moderate,muscle_gain,3366.6
38,Female,69.4,169.7,low,muscle_gain,1684.35
38,Male,99.7,184.1,low,weight_loss,2355.15
22,Female,93.9,174.8,moderate,muscle_gain,2728.775
27,Female,50.8,152.4,moderate,muscle_gain,1804.9750000000001
23,Male,112.0,189.3,low,weight_loss,2631.75
30,Male,59.8,177.8,high,muscle_gain,2737.4375
18,Male,96.5,186.2,high,weight_loss,3576.5625
37,Male,104.3,156.3,moderate,weight_loss,2851.80625
64,Female,94.2,186.1,low,muscle_gain,1948.9499999999998
63,Female,56.8,170.7,moderate,maintenance,1796.2562500000001
25,Female,118.3,190.0,high,weight_loss,3647.875
27,Female,66.6,180.0,high,maintenance,2616.25
26,Female,94.0,167.7,low,weight_loss,2036.55
58,Female,105.8,160.1,moderate,muscle_gain,2491.81875
20,Female,115.7,190.8,moderate,maintenance,3237.175
28,Female,92.3,178.0,high,weight_loss,3035.375
29,Female,68.1,199.4,moderate,muscle_gain,2512.9375
27,Female,108.6,168.7,moderate,maintenance,2858.78125
42,Male,61.4,184.3,moderate,muscle_gain,2419.3562500000003
42,Male,51.6,181.1,low,muscle_gain,1731.45
28,Male,113.6,181.9,high,maintenance,3741.28125
53,Female,90.3,186.8,moderate,weight_loss,2548.975
56,Male,54.9,157.0,low,weight_loss,1506.3
43,Female,90.6,177.5,moderate,muscle_gain,2541.03125
31,Female,60.2,175.5,moderate,weight_loss,2143.45625
56,Male,52.2,167.1,high,maintenance,2259.90625
57,Female,58.2,171.8,low,maintenance,1451.7
18,Male,104.3,175.9,moderate,muscle_gain,3188.93125
21,Female,102.9,166.0,high,muscle_gain,3150.875
47,Female,92.3,164.7,low,maintenance,1867.6499999999999
29,Male,64.7,186.9,moderate,maintenance,2596.44375
52,Male,101.7,153.3,high,muscle_gain,3010.21875
30,Male,78.6,165.6,moderate,muscle_gain,2597.8
48,Male,85.8,182.7,moderate,maintenance,2735.55625
55,Male,112.8,160.4,low,muscle_gain,2232.6
60,Male,82.1,178.6,high,weight_loss,2873.9375
40,Female,93.8,165.1,low,maintenance,1930.6499999999999
21,Female,117.3,192.2,moderate,maintenance,3267.7875
33,Female,81.6,167.5,high,muscle_gain,2689.53125
24,Female,89.3,161.5,moderate,muscle_gain,2513.13125
39,Male,90.9,176.5,moderate,maintenance,2824.2937500000003
46,Female,66.8,156.8,moderate,muscle_gain,1948.3500000000001
28,Female,101.6,189.9,high,weight_loss,3328.28125
50,Male,100.9,184.0,moderate,muscle_gain,2966.7000000000003
46,Female,64.9,188.5,high,maintenance,2513.21875
56,Male,50.9,169.9,moderate,muscle_gain,2008.60625
29,Male,119.9,191.8,low,maintenance,2709.2999999999997
24,Male,90.7,174.7,high,weight_loss,3296.78125
56,Female,62.7,154.7,moderate,maintenance,1786.95625
59,Male,69.8,161.2,low,weight_loss,1698.6
43,Female,93.2,185.6,high,weight_loss,3003.0
57,Female,59.6,194.8,low,weight_loss,1641.0
26,Female,52.6,154.8,moderate,weight_loss,1863.875
58,Male,105.9,193.2,low,weight_loss,2377.7999999999997
51,Male,100.1,190.0,moderate,muscle_gain,3004.675
62,Male,71.7,167.8,moderate,weight_loss,2264.1625
30,Female,54.1,184.5,high,muscle_gain,2420.46875
53,Female,84.0,159.3,moderate,muscle_gain,2184.9187500000003
42,Male,69.3,190.7,moderate,muscle_gain,2603.80625
41,Female,77.8,182.9,high,maintenance,2721.46875
61,Male,69.2,171.9,high,maintenance,2566.15625
34,Male,62.3,193.2,moderate,weight_loss,2581.525
19,Female,77.1,157.0,moderate,muscle_gain,2319.1875
30,Female,117.5,192.3,high,maintenance,3615.28125
48,Male,68.6,151.2,high,muscle_gain,2443.0
46,Female,73.5,187.7,low,maintenance,1820.55
45,Male,73.0,178.7,low,muscle_gain,1952.25
44,Male,83.6,184.8,low,maintenance,2131.2
32,Female,109.0,170.6,high,weight_loss,3211.6875
48,Male,78.1,193.2,high,weight_loss,3068.625
57,Female,106.4,165.7,high,weight_loss,2893.84375
32,Male,58.1,163.7,low,muscle_gain,1738.95
50,Female,112.6,165.1,moderate,weight_loss,2707.65625
37,Female,63.0,188.7,moderate,weight_loss,2268.2312500000003
59,Male,52.7,174.8,moderate,maintenance,2060.725
29,Female,61.1,176.9,high,maintenance,2468.59375
54,Female,63.4,191.6,moderate,maintenance,2170.775
26,Male,85.6,191.7,moderate,weight_loss,2990.14375
40,Female,81.5,158.1,high,maintenance,2523.71875
25,Male,100.1,177.5,high,maintenance,3483.15625
49,Female,53.6,156.3,high,weight_loss,1937.03125
31,Male,84.8,193.4,high,maintenance,3336.8125
44,Male,73.3,191.9,high,muscle_gain,3005.40625
42,Male,94.1,192.5,low,maintenance,2326.95
30,Male,53.1,185.2,high,muscle_gain,2701.125
38,Female,52.4,173.3,moderate,maintenance,1946.99375
62,Male,79.9,170.2,moderate,maintenance,2414.5125000000003
48,Female,106.8,169.8,low,muscle_gain,2073.9
54,Male,97.0,153.3,high,weight_loss,2910.46875
60,Female,51.2,197.4,moderate,muscle_gain,1991.3625
22,Male,62.5,172.5,moderate,weight_loss,2477.09375
30,Female,65.9,196.5,high,maintenance,2758.21875
45,Female,79.6,194.0,low,weight_loss,1947.0
60,Male,91.1,191.4,high,weight_loss,3171.4375
42,Male,65.2,179.4,high,muscle_gain,2744.4375
52,Male,76.8,155.1,high,weight_loss,2594.15625
64,Female,90.9,166.2,high,weight_loss,2566.8125
56,Female,76.8,180.2,high,muscle_gain,2543.1875
24,Female,60.0,150.7,low,weight_loss,1513.05
55,Female,84.4,152.1,moderate,weight_loss,2105.86875
49,Male,72.7,183.9,high,muscle_gain,2863.65625
20,Male,110.5,194.4,moderate,muscle_gain,3448.75
62,Male,104.3,192.8,moderate,muscle_gain,3011.65
56,Male,63.3,158.4,high,weight_loss,2359.0
54,Female,60.7,195.6,moderate,maintenance,2167.675
39,Female,74.3,184.8,high,muscle_gain,2698.5
25,Male,78.9,185.8,high,muscle_gain,3202.9375
34,Female,115.2,165.2,high,weight_loss,3243.625
44,Male,71.1,185.8,low,maintenance,1988.6999999999998
50,Female,110.7,185.5,high,maintenance,3246.90625
63,Female,85.4,179.7,high,weight_loss,2626.96875
34,Female,112.0,167.9,moderate,muscle_gain,2849.4812500000003
59,Female,99.1,190.6,low,weight_loss,2071.5
29,Female,99.6,196.9,moderate,maintenance,2976.96875
63,Female,86.3,193.5,moderate,muscle_gain,2474.38125
44,Male,108.8,162.1,high,maintenance,3300.71875
25,Female,67.8,172.3,low,maintenance,1762.6499999999999
40,Male,113.5,167.1,low,maintenance,2381.25
59,Male,94.6,185.4,high,maintenance,3175.8125
46,Male,80.7,191.6,low,muscle_gain,2135.4
37,Male,118.8,160.8,high,muscle_gain,3522.75
33,Male,110.3,197.4,low,muscle_gain,2612.1
34,Male,104.0,183.9,low,weight_loss,2429.25
33,Female,69.2,160.9,high,muscle_gain,2400.34375
36,Female,118.2,168.6,low,maintenance,2273.7
25,Female,102.0,155.2,low,maintenance,2044.8
55,Male,92.4,179.9,low,muscle_gain,2134.0499999999997
55,Male,114.5,158.5,moderate,muscle_gain,2891.71875
46,Male,61.4,184.7,high,weight_loss,2700.90625
58,Female,59.7,186.9,moderate,muscle_gain,2036.89375
53,Female,89.5,174.0,low,weight_loss,1867.8
43,Female,54.0,154.7,low,muscle_gain,1357.05
48,Male,96.5,180.5,moderate,weight_loss,2880.09375
61,Male,66.9,168.6,low,muscle_gain,1707.3
29,Male,58.3,197.5,low,muscle_gain,2012.85
34,Female,78.7,175.7,high,muscle_gain,2719.71875
32,Male,82.6,153.6,low,weight_loss,1957.1999999999998
26,Male,61.9,181.8,high,maintenance,2852.9375
56,Male,52.9,189.0,high,weight_loss,2511.6875
59,Male,79.0,158.0,moderate,muscle_gain,2305.625
29,Female,103.2,172.5,moderate,maintenance,2796.39375
49,Female,111.2,187.2,low,weight_loss,2251.2
42,Male,56.8,151.0,moderate,weight_loss,2025.4625
56,Male,86.7,151.4,high,maintenance,2691.9375
35,Female,68.4,183.8,moderate,muscle_gain,2319.9625
32,Female,76.2,186.3,high,maintenance,2809.40625
49,Male,115.3,192.3,moderate,muscle_gain,3278.05625
23,Female,74.6,170.0,low,maintenance,1839.0
61,Female,75.6,169.5,moderate,weight_loss,2091.53125
60,Male,64.7,177.6,low,weight_loss,1754.3999999999999
52,Female,117.2,187.9,moderate,weight_loss,2984.33125
51,Female,82.0,182.0,high,muscle_gain,2697.625
55,Female,89.9,166.4,moderate,muscle_gain,2329.65
22,Female,81.7,167.3,moderate,maintenance,2467.01875
35,Male,67.7,188.2,high,muscle_gain,2945.6875
33,Female,106.7,176.7,high,muscle_gain,3229.40625
25,Female,52.0,154.9,moderate,maintenance,1863.29375
42,Male,98.3,157.6,high,muscle_gain,3085.25
49,Female,91.6,192.6,high,maintenance,2999.0625
43,Male,60.1,199.9,moderate,muscle_gain,2542.58125
39,Male,61.6,166.8,low,muscle_gain,1762.2
48,Female,96.1,169.3,moderate,weight_loss,2508.09375
60,Female,71.8,157.7,moderate,muscle_gain,1926.0687500000001
27,Female,68.6,161.8,low,maintenance,1681.5
29,Female,54.1,171.2,moderate,maintenance,2022.75
45,Female,103.7,164.2,moderate,weight_loss,2599.7375
23,Male,111.8,185.1,high,maintenance,3788.53125
37,Female,107.4,176.9,moderate,weight_loss,2842.11875
22,Male,82.6,191.1,low,muscle_gain,2298.45
40,Female,87.4,186.2,low,weight_loss,2012.1
26,Male,67.0,156.4,high,muscle_gain,2664.375
46,Female,62.1,156.2,moderate,maintenance,1869.6875
33,Female,107.6,194.8,moderate,weight_loss,3049.625
63,Female,105.9,191.0,moderate,maintenance,2753.9625
39,Female,104.4,173.4,moderate,maintenance,2746.2125
25,Female,82.4,156.5,low,maintenance,1819.35
37,Male,110.5,194.9,low,maintenance,2571.75
31,Female,114.8,161.5,high,maintenance,3222.40625
56,Female,73.0,151.8,moderate,weight_loss,1918.5125
54,Female,65.7,196.2,low,maintenance,1742.7
51,Male,82.5,190.4,moderate,weight_loss,2735.75
28,Female,62.6,184.7,low,weight_loss,1775.25
57,Male,111.9,151.7,low,weight_loss,2144.5499999999997
50,Female,73.7,176.4,high,maintenance,2499.875
48,Male,90.3,182.7,moderate,maintenance,2805.30625
61,Female,91.6,188.0,high,weight_loss,2843.75
51,Female,86.0,173.6,high,maintenance,2675.75
24,Male,61.0,197.7,high,weight_loss,3028.59375
40,Female,119.4,162.2,high,maintenance,3231.8125
63,Male,62.1,153.5,high,maintenance,2223.15625
24,Female,102.6,166.6,high,weight_loss,3125.9375
42,Female,105.4,183.1,high,maintenance,3197.90625
20,Male,60.2,186.9,moderate,weight_loss,2596.44375
55,Female,115.3,186.9,high,weight_loss,3298.96875
37,Male,84.1,155.5,moderate,maintenance,2530.95625
51,Male,94.0,194.3,moderate,maintenance,2951.78125
61,Female,95.0,164.0,low,weight_loss,1810.8
61,Female,85.3,160.5,high,weight_loss,2432.71875
47,Female,59.9,180.7,moderate,weight_loss,2065.18125
34,Male,102.6,160.6,low,muscle_gain,2237.7
27,Male,90.7,175.4,low,maintenance,2247.9
52,Female,58.3,170.4,high,muscle_gain,2147.25
37,Male,99.0,161.6,high,weight_loss,3185.0
35,Male,99.2,164.6,high,muscle_gain,3238.8125
62,Male,88.4,171.4,high,weight_loss,2887.9375
61,Male,56.3,167.3,moderate,muscle_gain,2028.36875
44,Female,74.7,169.1,moderate,muscle_gain,2205.45625
53,Female,53.6,186.8,high,maintenance,2235.625
40,Female,83.4,158.4,high,maintenance,2560.25
49,Male,113.5,181.4,moderate,muscle_gain,3144.5625
27,Male,50.2,183.9,high,weight_loss,2662.40625
28,Male,68.7,190.1,low,maintenance,2088.15
55,Male,106.0,192.4,moderate,muscle_gain,3088.375
23,Female,50.7,157.9,low,weight_loss,1461.45
58,Male,50.7,156.9,low,maintenance,1443.1499999999999
64,Male,92.8,180.7,low,muscle_gain,2090.85
51,Female,105.2,187.8,low,weight_loss,2171.7
53,Female,104.4,163.6,high,weight_loss,2870.875
54,Female,104.6,176.3,high,muscle_gain,3004.53125
34,Male,75.3,188.6,high,weight_loss,3091.8125
57,Male,111.8,188.4,high,muscle_gain,3527.125
57,Male,50.9,182.7,moderate,weight_loss,2124.8562500000003
29,Male,71.9,153.9,high,muscle_gain,2696.53125
38,Male,73.6,152.5,moderate,maintenance,2331.39375
57,Male,61.6,169.4,low,weight_loss,1673.7
36,Female,73.5,151.3,moderate,muscle_gain,2076.4187500000003
20,Male,91.0,195.2,high,muscle_gain,3561.25
35,Female,86.4,151.0,low,weight_loss,1766.1
36,Female,72.4,151.5,low,maintenance,1595.85
64,Female,102.5,158.3,high,muscle_gain,2683.40625
23,Male,100.0,181.4,low,maintenance,2428.5
33,Male,69.6,177.1,low,weight_loss,1971.4499999999998
25,Female,72.6,183.0,low,maintenance,1900.5
35,Male,70.1,194.7,moderate,weight_loss,2709.20625
60,Male,59.0,172.7,low,muscle_gain,1649.25
56,Female,102.7,152.2,low,maintenance,1844.6999999999998
29,Male,53.2,188.2,moderate,weight_loss,2430.7875
62,Male,60.5,190.6,high,muscle_gain,2609.6875
27,Male,57.4,152.5,moderate,maintenance,2165.5437500000003
24,Male,107.8,162.1,moderate,weight_loss,3062.99375
63,Female,53.1,188.5,high,maintenance,2157.96875
18,Female,96.5,168.8,high,muscle_gain,3095.75
53,Male,53.1,173.6,moderate,muscle_gain,2101.8
38,Male,105.1,191.2,low,weight_loss,2473.2
54,Male,113.9,154.7,high,maintenance,3221.53125
41,Female,84.1,183.9,low,maintenance,1949.25
42,Male,106.3,160.7,high,muscle_gain,3259.15625
24,Male,99.4,153.1,low,maintenance,2203.0499999999997
59,Female,105.7,183.1,moderate,maintenance,2705.33125
34,Male,103.7,156.1,moderate,maintenance,2863.81875
46,Female,64.4,187.4,moderate,weight_loss,2207.5875
47,Male,85.0,160.1,moderate,muscle_gain,2511.96875
24,Female,117.2,152.4,high,weight_loss,3226.125
50,Male,74.0,155.0,moderate,muscle_gain,2268.8125
24,Male,117.9,192.1,low,weight_loss,2717.5499999999997
41,Female,90.8,168.5,moderate,weight_loss,2472.44375
28,Female,82.3,165.1,moderate,weight_loss,2408.50625
26,Female,96.0,174.6,moderate,maintenance,2728.3875000000003
29,Female,107.1,181.6,moderate,muscle_gain,2945.0
52,Female,77.6,151.9,high,weight_loss,2282.65625
21,Male,52.3,194.9,high,maintenance,2871.96875
53,Female,99.6,197.9,high,weight_loss,3162.03125
45,Female,116.9,170.9,low,maintenance,2221.35
30,Female,93.7,170.6,low,weight_loss,2030.6999999999998
40,Female,63.2,193.9,moderate,muscle_gain,2298.45625
36,Male,67.4,171.5,low,muscle_gain,1885.05
59,Male,113.7,192.8,low,weight_loss,2462.4
54,Male,50.9,151.4,low,weight_loss,1428.3
56,Male,88.4,174.5,low,weight_loss,2039.55
41,Male,61.1,197.6,high,weight_loss,2880.5
33,Female,69.8,162.6,high,maintenance,2429.4375
50,Male,71.5,163.3,low,muscle_gain,1788.75
29,Male,65.3,181.5,low,maintenance,1976.85
51,Female,105.5,196.3,high,muscle_gain,3265.28125
24,Female,73.3,159.9,moderate,weight_loss,2249.63125
28,Male,74.2,196.1,high,muscle_gain,3207.09375
48,Male,81.7,183.2,low,weight_loss,2072.4
46,Female,113.2,199.7,low,weight_loss,2386.95
30,Male,98.2,186.8,low,maintenance,2405.4
48,Female,54.3,183.4,high,muscle_gain,2254.4375
19,Female,52.7,190.7,low,maintenance,1755.45
56,Male,89.6,158.8,high,maintenance,2823.625
32,Male,112.1,197.3,moderate,maintenance,3408.64375
28,Male,72.6,158.3,low,maintenance,1896.4499999999998
51,Female,67.3,151.3,low,muscle_gain,1443.1499999999999
56,Female,102.4,184.9,moderate,muscle_gain,2694.86875
21,Male,92.1,159.2,high,maintenance,3178.0
28,Male,89.6,187.9,low,muscle_gain,2322.45
46,Male,60.5,189.8,low,weight_loss,1879.5
19,Female,62.3,161.8,low,muscle_gain,1653.8999999999999
33,Female,69.7,154.3,low,maintenance,1602.45
56,Female,64.5,175.0,moderate,weight_loss,2011.5125
30,Male,118.0,194.5,high,weight_loss,3938.59375
54,Female,51.3,192.4,moderate,weight_loss,1990.9750000000001
34,Female,93.8,155.9,high,weight_loss,2767.40625
38,Male,86.2,198.2,moderate,weight_loss,2969.4125
61,Female,72.6,163.2,moderate,maintenance,1984.0
36,Male,112.1,167.5,high,maintenance,3487.53125
24,Female,96.9,157.5,low,weight_loss,2006.85
55,Male,119.9,168.9,low,maintenance,2381.5499999999997
25,Male,61.8,181.8,moderate,muscle_gain,2533.0875
30,Female,56.2,175.3,moderate,maintenance,2087.26875
54,Male,59.8,191.4,moderate,muscle_gain,2370.3375
19,Female,68.9,182.1,low,maintenance,1885.35
